SKU,ItemName,Category,Material,Color,WarehouseLocation,Quantity,Supplier,LastUpdated,Description
CHR-C-BGE-0003,Cozy Beige Composite Chair,Chair,Composite,Beige,B2-R2,4,Global Furnish,29/01/2025,"Cozy Beige Composite Chair - Composite Beige design, sourced from Global Furnish."
BSF-F-BRN-0003,Modern Fabric Bookshelf,Bookshelf,Fabric,Brown,C1-R1,92,FurniWorld,27/03/2025,"Modern Fabric Bookshelf - Fabric Brown design, sourced from FurniWorld."
CNS-R-BLU-0006,Premium Rattan Console,Console,Rattan,Blue,B2-R4,474,Nova Supplies,17/07/2025,"Premium Rattan Console - Rattan Blue design, sourced from Nova Supplies."
DRS-L-BLK-0004,Minimal Leather Dresser,Dresser,Leather,Black,D4-R1,442,FurniWorld,11/05/2025,"Minimal Leather Dresser - Leather Black design, sourced from FurniWorld."
BSF-C-GRY-0005,Deluxe Composite Bookshelf,Bookshelf,Composite,Grey,B4-R4,445,EverWood,28/02/2025,"Deluxe Composite Bookshelf - Composite Grey design, sourced from EverWood."
TAB-C-GRN-0008,Stylish Composite Table,Table,Composite,Green,B1-R1,303,EverWood,12/01/2025,"Stylish Composite Table - Composite Green design, sourced from EverWood."
TAB-R-GRY-0002,Compact Rattan Table,Table,Rattan,Grey,C3-R3,69,Global Furnish,01/05/2025,"Compact Rattan Table - Rattan Grey design, sourced from Global Furnish."
WRD-P-OAK-0007,Premium Plastic Wardrobe,Wardrobe,Plastic,Oak,A2-R3,312,Homedecor Co.,21/11/2024,"Premium Plastic Wardrobe - Plastic Oak design, sourced from Homedecor Co.."
SOF-W-RED-0006,Minimal Red Wood Sofa,Sofa,Wood,Red,D5-R1,283,Nova Supplies,09/03/2025,"Minimal Red Wood Sofa - Wood Red design, sourced from Nova Supplies."
BED-L-BGE-0002,Compact Beige Leather Bed,Bed,Leather,Beige,C1-R4,83,FurniWorld,14/11/2024,"Compact Beige Leather Bed - Leather Beige design, sourced from FurniWorld."
TAB-P-BGE-0004,Deluxe Plastic Table,Table,Plastic,Beige,B5-R1,87,Global Furnish,24/04/2025,"Deluxe Plastic Table - Plastic Beige design, sourced from Global Furnish."
CAB-R-NAT-0006,Vintage Rattan Cabinet,Cabinet,Rattan,Natural,C5-R3,298,Nova Supplies,30/03/2025,"Vintage Rattan Cabinet - Rattan Natural design, sourced from Nova Supplies."
CHR-G-GRN-0004,Premium Green Glass Chair,Chair,Glass,Green,D4-R2,178,Urban Living,17/02/2025,"Premium Green Glass Chair - Glass Green design, sourced from Urban Living."
CNS-W-NAT-0002,Classic Wood Console,Console,Wood,Natural,B1-R3,73,FurniWorld,29/03/2025,"Classic Wood Console - Wood Natural design, sourced from FurniWorld."
CNS-C-BGE-0004,Vintage Composite Console,Console,Composite,Beige,A3-R2,419,Urban Living,09/06/2025,"Vintage Composite Console - Composite Beige design, sourced from Urban Living."
STL-M-NAT-0007,Cozy Natural Metal Stool,Stool,Metal,Natural,A3-R3,236,Homedecor Co.,25/05/2025,"Cozy Natural Metal Stool - Metal Natural design, sourced from Homedecor Co.."
BNH-R-OAK-0001,Premium Oak Rattan Bench,Bench,Rattan,Oak,A4-R1,404,Global Furnish,27/07/2025,"Premium Oak Rattan Bench - Rattan Oak design, sourced from Global Furnish."
BSF-C-WHT-0003,Minimal Composite Bookshelf,Bookshelf,Composite,White,C3-R3,267,FurniWorld,28/09/2025,"Minimal Composite Bookshelf - Composite White design, sourced from FurniWorld."
CHR-M-RED-0002,Compact Red Metal Chair,Chair,Metal,Red,D2-R4,257,Nova Supplies,01/04/2025,"Compact Red Metal Chair - Metal Red design, sourced from Nova Supplies."
STL-W-BLK-0005,Vintage Black Wood Stool,Stool,Wood,Black,B3-R4,312,ComfortLine,07/02/2025,"Vintage Black Wood Stool - Wood Black design, sourced from ComfortLine."
TAB-R-BRN-0005,Vintage Rattan Table,Table,Rattan,Brown,A1-R2,454,Homedecor Co.,28/12/2024,"Vintage Rattan Table - Rattan Brown design, sourced from Homedecor Co.."
WRD-F-BLK-0009,Cozy Fabric Wardrobe,Wardrobe,Fabric,Black,C5-R4,295,Homedecor Co.,04/05/2025,"Cozy Fabric Wardrobe - Fabric Black design, sourced from Homedecor Co.."
DSK-F-BGE-0003,Stylish Fabric Desk,Desk,Fabric,Beige,C4-R3,299,Classic Interiors,19/07/2025,"Stylish Fabric Desk - Fabric Beige design, sourced from Classic Interiors."
DSK-W-BRN-0005,Minimal Wood Desk,Desk,Wood,Brown,D3-R1,384,Homedecor Co.,17/03/2025,"Minimal Wood Desk - Wood Brown design, sourced from Homedecor Co.."
CNS-L-BRN-0006,Compact Leather Console,Console,Leather,Brown,A5-R1,344,EverWood,30/10/2025,"Compact Leather Console - Leather Brown design, sourced from EverWood."
CNS-W-BLK-0003,Vintage Wood Console,Console,Wood,Black,B3-R3,403,FurniWorld,04/11/2025,"Vintage Wood Console - Wood Black design, sourced from FurniWorld."
BED-F-NAT-0005,Cozy Natural Fabric Bed,Bed,Fabric,Natural,B5-R4,68,Nova Supplies,15/05/2025,"Cozy Natural Fabric Bed - Fabric Natural design, sourced from Nova Supplies."
TAB-M-BLU-0004,Classic Metal Table,Table,Metal,Blue,D4-R2,30,Nova Supplies,09/02/2025,"Classic Metal Table - Metal Blue design, sourced from Nova Supplies."
TAB-W-RED-0007,Deluxe Wood Table,Table,Wood,Red,C1-R2,31,Urban Living,09/06/2025,"Deluxe Wood Table - Wood Red design, sourced from Urban Living."
BED-C-GRY-0003,Stylish Grey Composite Bed,Bed,Composite,Grey,A3-R1,463,Nova Supplies,18/11/2024,"Stylish Grey Composite Bed - Composite Grey design, sourced from Nova Supplies."
STL-C-GRY-0003,Stylish Grey Composite Stool,Stool,Composite,Grey,C3-R4,71,ComfortLine,30/09/2025,"Stylish Grey Composite Stool - Composite Grey design, sourced from ComfortLine."
BED-G-BGE-0005,Vintage Beige Glass Bed,Bed,Glass,Beige,C3-R4,290,Classic Interiors,25/07/2025,"Vintage Beige Glass Bed - Glass Beige design, sourced from Classic Interiors."
DSK-M-NAT-0004,Classic Metal Desk,Desk,Metal,Natural,A1-R1,320,Nova Supplies,04/02/2025,"Classic Metal Desk - Metal Natural design, sourced from Nova Supplies."
DSK-P-BLK-0002,Premium Plastic Desk,Desk,Plastic,Black,B5-R2,230,Classic Interiors,26/09/2025,"Premium Plastic Desk - Plastic Black design, sourced from Classic Interiors."
WRD-G-BLU-0004,Stylish Glass Wardrobe,Wardrobe,Glass,Blue,B3-R3,299,ComfortLine,23/01/2025,"Stylish Glass Wardrobe - Glass Blue design, sourced from ComfortLine."
CHR-G-BRN-0004,Modern Brown Glass Chair,Chair,Glass,Brown,A4-R1,194,Global Furnish,06/07/2025,"Modern Brown Glass Chair - Glass Brown design, sourced from Global Furnish."
BSF-L-WHT-0004,Minimal Leather Bookshelf,Bookshelf,Leather,White,B3-R3,241,ComfortLine,08/08/2025,"Minimal Leather Bookshelf - Leather White design, sourced from ComfortLine."
DRS-L-WHT-0003,Minimal Leather Dresser,Dresser,Leather,White,D5-R1,215,EverWood,14/04/2025,"Minimal Leather Dresser - Leather White design, sourced from EverWood."
SOF-G-GRY-0003,Deluxe Grey Glass Sofa,Sofa,Glass,Grey,B1-R3,266,FurniWorld,30/04/2025,"Deluxe Grey Glass Sofa - Glass Grey design, sourced from FurniWorld."
CAB-R-BLK-0003,Stylish Rattan Cabinet,Cabinet,Rattan,Black,A3-R2,17,FurniWorld,25/12/2024,"Stylish Rattan Cabinet - Rattan Black design, sourced from FurniWorld."
CNS-C-BRN-0005,Compact Composite Console,Console,Composite,Brown,C1-R3,274,Global Furnish,14/04/2025,"Compact Composite Console - Composite Brown design, sourced from Global Furnish."
CAB-L-BRN-0003,Modern Leather Cabinet,Cabinet,Leather,Brown,A2-R1,96,Homedecor Co.,01/09/2025,"Modern Leather Cabinet - Leather Brown design, sourced from Homedecor Co.."
DRS-M-RED-0002,Deluxe Metal Dresser,Dresser,Metal,Red,A5-R3,249,EverWood,26/07/2025,"Deluxe Metal Dresser - Metal Red design, sourced from EverWood."
BSF-F-BGE-0004,Modern Fabric Bookshelf,Bookshelf,Fabric,Beige,B4-R2,324,Global Furnish,28/11/2024,"Modern Fabric Bookshelf - Fabric Beige design, sourced from Global Furnish."
CAB-C-BLK-0002,Minimal Composite Cabinet,Cabinet,Composite,Black,D4-R3,117,Nova Supplies,24/07/2025,"Minimal Composite Cabinet - Composite Black design, sourced from Nova Supplies."
SOF-P-NAT-0003,Classic Natural Plastic Sofa,Sofa,Plastic,Natural,C4-R2,253,EverWood,29/06/2025,"Classic Natural Plastic Sofa - Plastic Natural design, sourced from EverWood."
CNS-L-NAT-0005,Elegant Leather Console,Console,Leather,Natural,B1-R3,258,Global Furnish,30/12/2024,"Elegant Leather Console - Leather Natural design, sourced from Global Furnish."
STL-C-OAK-0005,Premium Oak Composite Stool,Stool,Composite,Oak,C2-R1,57,Classic Interiors,25/05/2025,"Premium Oak Composite Stool - Composite Oak design, sourced from Classic Interiors."
STL-C-WHT-0002,Cozy White Composite Stool,Stool,Composite,White,A4-R4,232,Global Furnish,01/08/2025,"Cozy White Composite Stool - Composite White design, sourced from Global Furnish."
SOF-P-BGE-0004,Minimal Beige Plastic Sofa,Sofa,Plastic,Beige,A4-R4,403,FurniWorld,27/04/2025,"Minimal Beige Plastic Sofa - Plastic Beige design, sourced from FurniWorld."
CAB-L-GRY-0004,Deluxe Leather Cabinet,Cabinet,Leather,Grey,B2-R3,302,FurniWorld,23/02/2025,"Deluxe Leather Cabinet - Leather Grey design, sourced from FurniWorld."
DRS-M-BGE-0003,Cozy Metal Dresser,Dresser,Metal,Beige,C5-R1,333,Nova Supplies,20/02/2025,"Cozy Metal Dresser - Metal Beige design, sourced from Nova Supplies."
BED-M-GRY-0002,Stylish Grey Metal Bed,Bed,Metal,Grey,B5-R1,389,ComfortLine,24/03/2025,"Stylish Grey Metal Bed - Metal Grey design, sourced from ComfortLine."
SOF-R-BLK-0004,Compact Black Rattan Sofa,Sofa,Rattan,Black,A1-R2,309,Homedecor Co.,26/12/2024,"Compact Black Rattan Sofa - Rattan Black design, sourced from Homedecor Co.."
TAB-G-GRY-0003,Minimal Glass Table,Table,Glass,Grey,C4-R2,496,Homedecor Co.,06/08/2025,"Minimal Glass Table - Glass Grey design, sourced from Homedecor Co.."
STL-F-BLU-0006,Elegant Blue Fabric Stool,Stool,Fabric,Blue,C2-R1,135,Urban Living,20/10/2025,"Elegant Blue Fabric Stool - Fabric Blue design, sourced from Urban Living."
CAB-W-WHT-0002,Compact Wood Cabinet,Cabinet,Wood,White,A3-R3,312,Homedecor Co.,10/12/2024,"Compact Wood Cabinet - Wood White design, sourced from Homedecor Co.."
DSK-C-GRN-0004,Elegant Composite Desk,Desk,Composite,Green,A1-R1,137,Global Furnish,07/10/2025,"Elegant Composite Desk - Composite Green design, sourced from Global Furnish."
SOF-L-GRN-0006,Vintage Green Leather Sofa,Sofa,Leather,Green,B4-R3,51,Classic Interiors,20/08/2025,"Vintage Green Leather Sofa - Leather Green design, sourced from Classic Interiors."
CAB-G-GRY-0004,Minimal Glass Cabinet,Cabinet,Glass,Grey,A3-R2,30,ComfortLine,09/11/2024,"Minimal Glass Cabinet - Glass Grey design, sourced from ComfortLine."
BNH-R-BLK-0003,Elegant Black Rattan Bench,Bench,Rattan,Black,A5-R3,384,Global Furnish,04/02/2025,"Elegant Black Rattan Bench - Rattan Black design, sourced from Global Furnish."
DRS-L-NAT-0001,Minimal Leather Dresser,Dresser,Leather,Natural,D1-R1,77,EverWood,02/07/2025,"Minimal Leather Dresser - Leather Natural design, sourced from EverWood."
BNH-P-GRY-0003,Elegant Grey Plastic Bench,Bench,Plastic,Grey,B1-R3,191,FurniWorld,01/03/2025,"Elegant Grey Plastic Bench - Plastic Grey design, sourced from FurniWorld."
CAB-F-WHT-0003,Deluxe Fabric Cabinet,Cabinet,Fabric,White,A1-R2,135,Classic Interiors,13/08/2025,"Deluxe Fabric Cabinet - Fabric White design, sourced from Classic Interiors."
BSF-W-BLK-0002,Minimal Wood Bookshelf,Bookshelf,Wood,Black,D5-R4,26,Homedecor Co.,03/08/2025,"Minimal Wood Bookshelf - Wood Black design, sourced from Homedecor Co.."
CAB-P-BGE-0003,Stylish Plastic Cabinet,Cabinet,Plastic,Beige,A4-R1,352,EverWood,22/07/2025,"Stylish Plastic Cabinet - Plastic Beige design, sourced from EverWood."
SOF-C-RED-0003,Elegant Red Composite Sofa,Sofa,Composite,Red,D3-R2,204,ComfortLine,19/11/2024,"Elegant Red Composite Sofa - Composite Red design, sourced from ComfortLine."
WRD-F-RED-0002,Elegant Fabric Wardrobe,Wardrobe,Fabric,Red,A2-R1,16,Nova Supplies,11/07/2025,"Elegant Fabric Wardrobe - Fabric Red design, sourced from Nova Supplies."
BSF-P-WHT-0004,Modern Plastic Bookshelf,Bookshelf,Plastic,White,D4-R2,184,Classic Interiors,14/04/2025,"Modern Plastic Bookshelf - Plastic White design, sourced from Classic Interiors."
STL-L-RED-0005,Premium Red Leather Stool,Stool,Leather,Red,C5-R4,243,Nova Supplies,25/10/2025,"Premium Red Leather Stool - Leather Red design, sourced from Nova Supplies."
SOF-W-GRN-0004,Compact Green Wood Sofa,Sofa,Wood,Green,A5-R2,170,Homedecor Co.,27/10/2025,"Compact Green Wood Sofa - Wood Green design, sourced from Homedecor Co.."
DRS-M-NAT-0003,Cozy Metal Dresser,Dresser,Metal,Natural,A3-R4,97,Homedecor Co.,09/12/2024,"Cozy Metal Dresser - Metal Natural design, sourced from Homedecor Co.."
DRS-F-WHT-0007,Modern Fabric Dresser,Dresser,Fabric,White,A4-R2,104,EverWood,24/01/2025,"Modern Fabric Dresser - Fabric White design, sourced from EverWood."
SOF-C-BLK-0001,Stylish Black Composite Sofa,Sofa,Composite,Black,D1-R4,72,Urban Living,09/09/2025,"Stylish Black Composite Sofa - Composite Black design, sourced from Urban Living."
SOF-R-BRN-0002,Deluxe Brown Rattan Sofa,Sofa,Rattan,Brown,C4-R1,405,FurniWorld,01/03/2025,"Deluxe Brown Rattan Sofa - Rattan Brown design, sourced from FurniWorld."
TAB-F-BGE-0005,Modern Fabric Table,Table,Fabric,Beige,D1-R1,427,Homedecor Co.,22/03/2025,"Modern Fabric Table - Fabric Beige design, sourced from Homedecor Co.."
CAB-R-GRY-0005,Stylish Rattan Cabinet,Cabinet,Rattan,Grey,A2-R3,500,Urban Living,17/07/2025,"Stylish Rattan Cabinet - Rattan Grey design, sourced from Urban Living."
CAB-R-WHT-0005,Elegant Rattan Cabinet,Cabinet,Rattan,White,C2-R3,73,FurniWorld,13/12/2024,"Elegant Rattan Cabinet - Rattan White design, sourced from FurniWorld."
BSF-L-WHT-0005,Premium Leather Bookshelf,Bookshelf,Leather,White,B1-R4,109,Global Furnish,28/09/2025,"Premium Leather Bookshelf - Leather White design, sourced from Global Furnish."
CHR-L-NAT-0003,Deluxe Natural Leather Chair,Chair,Leather,Natural,B5-R4,379,ComfortLine,12/03/2025,"Deluxe Natural Leather Chair - Leather Natural design, sourced from ComfortLine."
CHR-P-NAT-0005,Classic Natural Plastic Chair,Chair,Plastic,Natural,B2-R3,345,Urban Living,08/04/2025,"Classic Natural Plastic Chair - Plastic Natural design, sourced from Urban Living."
WRD-G-BRN-0004,Modern Glass Wardrobe,Wardrobe,Glass,Brown,B3-R1,472,Urban Living,14/03/2025,"Modern Glass Wardrobe - Glass Brown design, sourced from Urban Living."
BSF-W-GRN-0010,Vintage Wood Bookshelf,Bookshelf,Wood,Green,B5-R3,368,Homedecor Co.,28/11/2024,"Vintage Wood Bookshelf - Wood Green design, sourced from Homedecor Co.."
CHR-R-BRN-0007,Premium Brown Rattan Chair,Chair,Rattan,Brown,D4-R3,276,Nova Supplies,13/09/2025,"Premium Brown Rattan Chair - Rattan Brown design, sourced from Nova Supplies."
BSF-L-WHT-0006,Modern Leather Bookshelf,Bookshelf,Leather,White,A4-R2,294,FurniWorld,30/05/2025,"Modern Leather Bookshelf - Leather White design, sourced from FurniWorld."
STL-W-WHT-0005,Stylish White Wood Stool,Stool,Wood,White,D3-R2,450,EverWood,15/11/2024,"Stylish White Wood Stool - Wood White design, sourced from EverWood."
CAB-P-OAK-0004,Cozy Plastic Cabinet,Cabinet,Plastic,Oak,D3-R4,219,EverWood,06/09/2025,"Cozy Plastic Cabinet - Plastic Oak design, sourced from EverWood."
BED-C-BLU-0004,Classic Blue Composite Bed,Bed,Composite,Blue,A1-R2,256,Global Furnish,03/06/2025,"Classic Blue Composite Bed - Composite Blue design, sourced from Global Furnish."
DRS-R-RED-0006,Minimal Rattan Dresser,Dresser,Rattan,Red,B3-R2,224,FurniWorld,24/01/2025,"Minimal Rattan Dresser - Rattan Red design, sourced from FurniWorld."
TAB-L-GRN-0002,Deluxe Leather Table,Table,Leather,Green,D5-R4,433,Urban Living,27/09/2025,"Deluxe Leather Table - Leather Green design, sourced from Urban Living."
BSF-R-RED-0004,Classic Rattan Bookshelf,Bookshelf,Rattan,Red,C3-R4,292,Classic Interiors,22/04/2025,"Classic Rattan Bookshelf - Rattan Red design, sourced from Classic Interiors."
BNH-F-GRY-0003,Premium Grey Fabric Bench,Bench,Fabric,Grey,B3-R2,142,Global Furnish,21/02/2025,"Premium Grey Fabric Bench - Fabric Grey design, sourced from Global Furnish."
BSF-R-GRN-0002,Classic Rattan Bookshelf,Bookshelf,Rattan,Green,D2-R1,80,FurniWorld,18/07/2025,"Classic Rattan Bookshelf - Rattan Green design, sourced from FurniWorld."
BNH-P-BRN-0003,Deluxe Brown Plastic Bench,Bench,Plastic,Brown,C4-R4,95,Urban Living,09/11/2024,"Deluxe Brown Plastic Bench - Plastic Brown design, sourced from Urban Living."
SOF-F-BLK-0005,Elegant Black Fabric Sofa,Sofa,Fabric,Black,B2-R2,380,ComfortLine,23/11/2024,"Elegant Black Fabric Sofa - Fabric Black design, sourced from ComfortLine."
CNS-F-RED-0004,Premium Fabric Console,Console,Fabric,Red,C1-R3,0,Classic Interiors,21/07/2025,"Premium Fabric Console - Fabric Red design, sourced from Classic Interiors."
SOF-L-RED-0004,Classic Red Leather Sofa,Sofa,Leather,Red,D3-R3,265,EverWood,05/07/2025,"Classic Red Leather Sofa - Leather Red design, sourced from EverWood."
CAB-P-GRN-0005,Compact Plastic Cabinet,Cabinet,Plastic,Green,D4-R4,56,Homedecor Co.,08/11/2025,"Compact Plastic Cabinet - Plastic Green design, sourced from Homedecor Co.."
STL-W-BLK-0006,Deluxe Black Wood Stool,Stool,Wood,Black,A4-R4,207,Homedecor Co.,29/10/2025,"Deluxe Black Wood Stool - Wood Black design, sourced from Homedecor Co.."
BNH-W-BLU-0004,Vintage Blue Wood Bench,Bench,Wood,Blue,A5-R4,420,Classic Interiors,30/08/2025,"Vintage Blue Wood Bench - Wood Blue design, sourced from Classic Interiors."
WRD-C-GRY-0006,Cozy Composite Wardrobe,Wardrobe,Composite,Grey,D4-R3,344,ComfortLine,28/12/2024,"Cozy Composite Wardrobe - Composite Grey design, sourced from ComfortLine."
SOF-P-RED-0004,Minimal Red Plastic Sofa,Sofa,Plastic,Red,C1-R4,153,FurniWorld,02/02/2025,"Minimal Red Plastic Sofa - Plastic Red design, sourced from FurniWorld."
BSF-C-OAK-0003,Stylish Composite Bookshelf,Bookshelf,Composite,Oak,B3-R4,20,Homedecor Co.,29/10/2025,"Stylish Composite Bookshelf - Composite Oak design, sourced from Homedecor Co.."
BNH-R-GRY-0004,Compact Grey Rattan Bench,Bench,Rattan,Grey,C4-R4,60,FurniWorld,07/07/2025,"Compact Grey Rattan Bench - Rattan Grey design, sourced from FurniWorld."
DRS-W-BLK-0007,Minimal Wood Dresser,Dresser,Wood,Black,A3-R3,162,FurniWorld,05/12/2024,"Minimal Wood Dresser - Wood Black design, sourced from FurniWorld."
BNH-G-OAK-0002,Premium Oak Glass Bench,Bench,Glass,Oak,D2-R1,72,Global Furnish,25/08/2025,"Premium Oak Glass Bench - Glass Oak design, sourced from Global Furnish."
SOF-M-OAK-0003,Classic Oak Metal Sofa,Sofa,Metal,Oak,A3-R1,185,Classic Interiors,28/05/2025,"Classic Oak Metal Sofa - Metal Oak design, sourced from Classic Interiors."
BED-R-BLU-0006,Stylish Blue Rattan Bed,Bed,Rattan,Blue,A1-R4,228,Nova Supplies,01/05/2025,"Stylish Blue Rattan Bed - Rattan Blue design, sourced from Nova Supplies."
BNH-R-OAK-0002,Vintage Oak Rattan Bench,Bench,Rattan,Oak,B4-R3,441,EverWood,02/04/2025,"Vintage Oak Rattan Bench - Rattan Oak design, sourced from EverWood."
DRS-F-RED-0003,Modern Fabric Dresser,Dresser,Fabric,Red,A2-R4,281,Urban Living,26/06/2025,"Modern Fabric Dresser - Fabric Red design, sourced from Urban Living."
WRD-L-WHT-0002,Minimal Leather Wardrobe,Wardrobe,Leather,White,A3-R4,352,Urban Living,31/08/2025,"Minimal Leather Wardrobe - Leather White design, sourced from Urban Living."
WRD-M-BGE-0003,Cozy Metal Wardrobe,Wardrobe,Metal,Beige,D5-R1,472,Global Furnish,09/11/2025,"Cozy Metal Wardrobe - Metal Beige design, sourced from Global Furnish."
CHR-P-WHT-0003,Classic White Plastic Chair,Chair,Plastic,White,D2-R4,177,FurniWorld,28/02/2025,"Classic White Plastic Chair - Plastic White design, sourced from FurniWorld."
CAB-G-WHT-0003,Cozy Glass Cabinet,Cabinet,Glass,White,B3-R2,404,Nova Supplies,18/12/2024,"Cozy Glass Cabinet - Glass White design, sourced from Nova Supplies."
BED-P-OAK-0005,Elegant Oak Plastic Bed,Bed,Plastic,Oak,B3-R1,176,ComfortLine,01/11/2025,"Elegant Oak Plastic Bed - Plastic Oak design, sourced from ComfortLine."
SOF-R-BLK-0005,Elegant Black Rattan Sofa,Sofa,Rattan,Black,D5-R4,48,Urban Living,31/01/2025,"Elegant Black Rattan Sofa - Rattan Black design, sourced from Urban Living."
CNS-G-BLK-0005,Minimal Glass Console,Console,Glass,Black,A4-R3,351,EverWood,05/10/2025,"Minimal Glass Console - Glass Black design, sourced from EverWood."
WRD-F-BRN-0002,Premium Fabric Wardrobe,Wardrobe,Fabric,Brown,D4-R1,9,Global Furnish,04/12/2024,"Premium Fabric Wardrobe - Fabric Brown design, sourced from Global Furnish."
BSF-W-RED-0004,Classic Wood Bookshelf,Bookshelf,Wood,Red,C5-R4,308,Urban Living,20/07/2025,"Classic Wood Bookshelf - Wood Red design, sourced from Urban Living."
